FIPS Code,Percent adults fully vaccinated against COVID-19,"Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Med_HH_Income_Percent_of_State_Total_2019,"Unemployment Rate, 2019","Median Household Income, 2019","Population Density, 2020","Average Household Size, 2020","Average Household Size of Owner-Occupied Unit, 2020","Average Household Size of Renter-Occupied Unit, 2020",Estimated percent of people of all ages in poverty 2019,Estimated percent of people age 0-17 in poverty 2019,Estimated percent of related children age 5-17 in families in poverty 2019,Percent Under 5 years,Percent 5 to 9 years,Percent 65 to 74 years,Percent 75 to 84 years,Percent 85 years and over,Percent 18 years and over,Percent 65 years and over,Median Age,Percent Male,Percent Female,Percent Households with 1+ Persons with Disability,Percent Total Civilian Noninstitutionalized Population - with a disability 65 and over ,Percent Total Civilian Noninstitutionalized Population - with a disability ,Percent of Households with Internet At Home,Percent Total Households with a computer ,Percent Total Households with a broadband Internet subscription ,Percent of Households with Limited English Speaking Status,Percent of Population with No Health Insurance Coverage,"Percent of Civilian Employed Population 16 Years and Over in Educational Instruction, and Library Occupations",Percent of Civilian Employed Population 16 Years and Over in Food Preparation and Serving Related Occupations,Percent of Civilian Employed Population 16 Years and Over in Healthcare Support Occupations,Percent of Civilian Employed Population 16 Years and Over in Healthcare Practitioners and Technical Occupations,"Percent of Civilian Employed Population 16 Years and Over in Natural Resources, Construction, and Maintenance Occupations",Percent of Civilian Employed Population 16 Years and Over in Protective Service Occupations,"Percent of Civilian Employed Population 16 Years and Over in Production, Transportation and Material Moving Occupations",Latitude,Longitude,Population,Average Household Size of Owner-Occupied Unit,Average Household Size of Renter-Occupied Unit,Percent Renter-occupied Units,"Percent Population Enrollment in - Nursery, Preschool",Percent Population Enrollment in - Kindergarten,Percent Population Enrollment in - Grade 1-4,Percent Population Enrollment in - Grade 5-8,Percent Population Enrollment in - Grade 9-12,Percent Population Enrollment in - College,Percent Population Enrollment in - Grad/Prof,Percent Population Enrollment in - Elementary school (grades 1-8),Percent Population Enrollment in - High school (grades 9-12),Percent Population Enrollment in - College or graduate school,Percent Grandparents responsible for grandchildren,Percent Total Households - With Supplemental Security Income,Percent Total Households - With cash public assistance income,Percent Total Households - With Food Stamp/SNAP benefits in the past 12 months,Percent Total Population - Worked at home,Percent population with Income to Poverty Ratio < 0.50,Percent population with Income to Poverty Ratio 0.50-0.99,Percent population with Income to Poverty Ratio 1.00-1.24,Percent population with Income to Poverty Ratio 1.50-1.84,Percent population with Income to Poverty Ratio 1.85-1.99,Percent population with Income to Poverty Ratio 2.00+,"Percentage of families whose income in the past 12 months is below the poverty level with female householder, no husband present) - With related children of the householder under 18 years","Percentage of families whose income in the past 12 months is below the poverty level with female householder, no husband present) - With related children of the householder under 5 years only",Percentage of people whose income in the past 12 months is below the poverty level - 65 years and over,Percentage of people whose income in the past 12 months is below the poverty level - Related children of the householder under 5 years,Percent Households: Income Below Poverty Level ,Percentage of people whose income in the past 12 months is below the poverty level,Percent of Civilian noninstitutionalized population with Health Coverage,Percent of Total Civilian Noninstitutionalized Population - With health insurance coverage,Percent of Total Civilian Noninstitutionalized Population - With private health insurance,Percent of Total Civilian Noninstitutionalized Population - With public coverage,Percent of Total Civilian Noninstitutionalized Population - No health insurance coverage
5107,0.329,19.72664452,31.94432831,34.55287933,13.77614784,0.0188,0.0001,0,0.6315,0,0.345,64.30232239,5.9,31521,31.45054702,2.51,2.5,2.52,33.3,49.9,48.2,0.074653338,0.057777061,0.106309793,0.050360099,0.024723208,0.74207245,0.181393099,38.9,0.469633452,0.530366548,38.4,159.2897873,397.207725,65.6,547.1047407,473.8992214,0,8.4,9.7,5.8,6,3.8,3.3,3.8,20.3,34.4283,-90.848,18606,2.26,2.64,51.8,0.032623885,0.014941417,0.043319359,0.071159841,0.059765667,0.031763947,0.009996775,0.1144792,0.059765667,0.041760722,0.026013114,3.230470436,0.386706949,0.057401813,0.005052134,0.176125981,0.165806729,0.093625712,0.058798237,0.014027733,0.432978609,75,86,14.5,68.9,29.6,34.5,0.991615608,0.907825433,0.422928088,0.607438461,0.083790175
21121,0.275,26.5131321,37.95203781,21.33612442,14.19870567,0.0121,0.0072,0.0038,0.0081,0.0015,0.9577,60.53659058,5.7,31634,6.995568868,1.97,1.91,2.15,31.5,39.3,37.1,0.064052288,0.063318986,0.099920293,0.05573091,0.015463096,0.766331899,0.171114299,40,0.487868643,0.512131357,32.4,55.91956392,169.1622632,58.1,270.4746049,221.445301,0,5.2,8.5,4.3,2.3,8.3,2.9,2.7,19.3,36.8906,-83.854,31365,2.55,2.59,34.5,0.013709549,0.012147298,0.050820979,0.057580105,0.050884744,0.045177746,0.007651841,0.108401084,0.050884744,0.052829587,0.014666029,3.206702413,0.530294906,0.069705094,0.006280886,0.151729635,0.170699825,0.089749721,0.075498167,0.017726766,0.41444285,68.5,100,24.9,62.7,34.2,33.2,0.988458473,0.936904193,0.418778894,0.619512195,0.05155428
13141,0.03,25.84218597,43.11077499,22.44309616,8.603945732,0.0167,0,0.0036,0.7313,0.0014,0.2431,51.19451141,5.7,31715,6.41761955,2.75,2.71,2.88,31.2,43.5,40.2,0.038990018,0.036523782,0.135525543,0.06881973,0.019260129,0.860951262,0.223605402,45.6,0.565590135,0.434409865,24.3,72.64467701,130.2445984,47.7,289.432441,203.1758422,0,10.9,7.6,4.9,11.2,2.3,3.8,10.1,10.4,33.2704,-83.0007,8515,2,2.13,29.4,0.023135643,0.007163829,0.03147387,0.0374633,0.02501468,0.009512625,0.000352319,0.06893717,0.02501468,0.009864944,0.005049912,3.862337662,0.342857143,0.007792208,0.012096301,0.060129184,0.097240164,0.05613623,0.059307105,0.03758074,0.336582501,44.3,13.3,16.1,25,20.6,22.2,0.710980622,0.633705226,0.385554903,0.35607751,0.077275396
1011,0.345,25.32037735,40.27601624,22.34896469,12.05463982,0.0256,0,0.0049,0.748,0,0.2138,61.62909698,3.7,31906,8.59369213,2.6,2.6,2.59,30,39.9,39,0.052888368,0.06225605,0.099531616,0.043813427,0.016686183,0.792349727,0.160031226,40.2,0.543618267,0.456381733,24.8,76.81314543,185.7367041,60.9,428.1388434,333.0668355,1.4,11.4,3.9,5.1,1.1,3.5,3.2,3.8,32.9,32.1005,-85.7157,10248,2.68,3.05,28.9,0.016100703,0.006245121,0.048985168,0.032006245,0.075624512,0.020394223,0.00039032,0.080991413,0.075624512,0.020784543,0.011319282,4.445707071,0.455808081,0.159090909,0.007806401,0.133294301,0.142369243,0.027517564,0.102654176,0.010831382,0.485655738,68,100,15.9,58.3,28.2,28.9,0.962626854,0.853142077,0.503708041,0.43959797,0.109484778
28135,0.242,30.51209068,28.78479958,30.45112801,10.25198174,0.0947,0.0016,0.014,0.5359,0.0008,0.3491,69.48919678,5.8,31915,11.43594269,2.28,2.27,2.31,37.9,44.4,47.2,0.053962424,0.050430852,0.085817206,0.044074022,0.015892075,0.801031219,0.145783303,36.8,0.554527476,0.445472524,32.3,122.4008721,223.0835566,54.7,378.6518781,276.55279,0.5,12.3,5.3,3.2,5.3,5.8,1.9,8.5,20.7,33.9505,-90.1732,14158,2.71,2.68,28,0.018364176,0.011301031,0.036940246,0.048453171,0.040754344,0.032066676,0.002754626,0.085393417,0.040754344,0.034821302,0.028535104,3.575286416,0.368248773,0.048281506,0.018858596,0.101568018,0.160686538,0.06844187,0.074939963,0.027263738,0.341008617,52.4,17.2,31.8,24.4,33.5,31.7,0.833380421,0.730752931,0.386212742,0.432617601,0.10262749
47067,0.251,22.85473251,42.18848801,23.7191658,11.23761368,0.0159,0.0005,0.0059,0.005,0,0.9672,56.98431778,5.8,31938,15.85496055,2.47,2.49,2.4,26.4,35.8,33.9,0.051465007,0.067709124,0.123728556,0.061788371,0.019735843,0.789130105,0.205252771,44.5,0.501745863,0.498254137,53.3,63.81444657,164.8685565,51.2,172.3864228,122.8209554,0,10.8,9.4,3.5,7.1,7.6,3.9,2.1,19,36.5236,-83.2219,6587,2.33,2.38,20.4,0.007894337,0.003795354,0.063610141,0.042356156,0.046758767,0.020494914,0.005617125,0.105966297,0.046758767,0.026112039,0.016092303,3.307599517,0.407720145,0.090470446,0.015181418,0.100197358,0.175193563,0.049491422,0.074996205,0.05085775,0.444815546,79.4,91,12.4,48.2,29,28.6,0.974191589,0.869439806,0.472749355,0.547897374,0.104751784
21153,0.359,30.26556778,36.42399216,23.80952454,9.500915527,0.0106,0.0003,0.001,0.0003,0,0.9877,61.32310104,10.6,32045,10.86616101,2.35,2.43,2.07,29.4,39.1,33,0.062204787,0.054118966,0.101032744,0.043471299,0.023056601,0.771355376,0.167560644,42.3,0.499399568,0.500600432,55.8,73.42078703,247.2515354,70,245.8445169,224.675283,0,4.6,4.7,4.1,4.9,8.4,2.5,5.8,19.7,37.7065,-83.0649,12491,2.45,2.5,27.5,0.008005764,0.022976543,0.035945881,0.059002482,0.0481947,0.029060924,0.006965015,0.094948363,0.0481947,0.036025939,0.022816428,2.961651917,0.589970501,0.050147493,0.004803458,0.122087903,0.156993035,0.057401329,0.115843407,0.036266112,0.401328957,59,100,19.1,37.5,30.1,28.3,0.989672564,0.943719478,0.452645905,0.625970699,0.045953086
28065,0.274,17.58421326,36.57616806,31.69934654,14.14027119,0.0035,0,0.0012,0.6129,0,0.377,69.84192657,7.1,32077,8.717537594,2.4,2.39,2.41,24.3,36.4,36,0.045947614,0.056442367,0.129023723,0.070993915,0.01843196,0.798571303,0.218449599,44,0.478084487,0.521915513,37.5,78.08786392,183.2312601,52,332.1299827,226.3335219,0.3,14.2,4.3,2.9,7.8,4,2.9,1.8,25.4,31.5697,-89.823,11339,2.43,2.21,24.4,0.010847517,0.014551548,0.044271982,0.053620249,0.05591322,0.015345269,0.000970103,0.09789223,0.05591322,0.016315372,0.022488756,4.675595238,0.350198413,0.245039683,0.008907311,0.117206103,0.12805362,0.083693447,0.122321192,0.029279478,0.439103977,52.4,48.9,18.4,27.8,29.3,24.9,0.990387159,0.849986771,0.503836317,0.509656936,0.140400388
45005,0.31,20.20170212,45.85565567,24.72423553,9.218405724,0.0335,0.0028,0.0016,0.7363,0.0004,0.2209,57.03868103,5.1,32147,10.08662946,2.41,2.39,2.49,30.2,46.9,44.7,0.045434397,0.046542553,0.129986702,0.053080674,0.01385195,0.812278369,0.196919326,41.9,0.53501773,0.46498227,44.2,101.080199,229.9193865,55.7,291.2936904,218.5581127,0,9,7,2.9,2.9,0.6,3.2,9.5,19.8,32.9881,-81.3583,9024,2.33,2.39,31.8,0.006870567,0.006427305,0.04310727,0.04410461,0.064162234,0.026263298,0.001329787,0.087211879,0.064162234,0.027593085,0.018617021,3.289345064,0.343108504,0.005865103,0.004654255,0.12322695,0.097185284,0.065935284,0.085660461,0.040558511,0.390846631,71.5,75,14.7,52.4,29.8,25,0.880984043,0.802083333,0.466201241,0.459663121,0.078900709
21131,0.378,28.65895081,41.85160065,20.80326843,8.686181068,0.005,0,0.0038,0.0015,0,0.9754,61.6235466,7.9,32202,7.093740468,2.45,2.4,2.51,32.3,38.5,36.8,0.05611203,0.048040455,0.103180006,0.056209277,0.014878926,0.78527667,0.17426821,42.3,0.490615579,0.509384421,57.2,101.8720067,321.6691906,66.1,313.9959771,270.6827056,0,4.5,7.3,3.2,4.7,10.1,5.1,5.9,15.3,37.0941,-83.3811,10283,2.43,2.51,18.6,0.011378003,0.005445882,0.041622095,0.07264417,0.040357872,0.016726636,0.006126617,0.114266265,0.040357872,0.022853253,0.025381698,3.904214559,0.635057471,0.131226054,0.010016532,0.129339687,0.228532529,0.027618399,0.060196441,0.038899154,0.40552368,52,88.2,28.7,54.2,35.5,38,0.96965866,0.926188855,0.381406204,0.655547992,0.043469805
22065,0.243,26.14709473,36.9464035,24.09894943,12.80755424,0.0211,0.0015,0,0.6354,0,0.3384,63.06057739,7.7,32229,25.90845342,2.27,2.29,2.2,41.1,54.1,55,0.07261631,0.065540421,0.081284274,0.041747745,0.015566956,0.760569609,0.138598974,35.2,0.497965682,0.502034318,31.3,90.54376941,238.0171126,50.7,364.8928211,277.92503,0.4,11,8,11.1,7.9,4.9,1.8,4.5,11.7,32.3644,-91.2426,11306,2.34,2.53,46.8,0.02609234,0.015390058,0.042809128,0.055457279,0.061029542,0.014770918,0.003891739,0.098266407,0.061029542,0.018662657,0.02927649,3.409252669,0.308718861,0.116548043,0.002918804,0.111533699,0.189899169,0.05413055,0.041747745,0.038121351,0.332920573,55.8,67.3,22,63.3,34.2,36.4,0.835220237,0.743410578,0.381125066,0.481160446,0.091809659
21133,0.418,24.31567001,37.00401688,26.53817177,12.14213943,0.008,0.0018,0.0026,0.0037,0,0.9746,62.06942749,7.1,32435,3.159397718,2.64,2.62,2.67,28.9,34.7,31.9,0.057860507,0.042296479,0.117470285,0.05718771,0.010495627,0.783852882,0.185153622,42.4,0.486656201,0.513343799,52.5,84.16708339,263.5324771,69.9,305.4589906,265.0635014,0.3,4.8,7.7,3.8,3.4,15.7,2.6,2.5,12.8,37.1212,-82.8553,22295,2.29,2.21,25.8,0.008252972,0.007131644,0.03624131,0.063601704,0.052164162,0.033281005,0.005606638,0.099843014,0.052164162,0.038887643,0.029378784,3.097833015,0.415869981,0.075207138,0.013052254,0.170890334,0.161426329,0.058802422,0.076878224,0.03812514,0.424310383,71.3,66,17.2,67.5,32,33.6,0.991298497,0.943574793,0.434761157,0.649069298,0.047723705
35029,0.419,30.20867157,34.40811157,22.86289978,12.52031422,0.6706,0.0074,0.0083,0.0131,0,0.2951,62.55935287,12.5,32544,5.118752942,2.73,2.76,2.6,23.8,33.2,34.1,0.074284765,0.066436906,0.112112278,0.075447411,0.017522734,0.735830254,0.205082423,37.1,0.499356392,0.500643608,38,745.240991,1513.760798,63.3,2129.214419,1788.642156,12.5,8.6,6,5.5,5.1,4.9,2.6,4,17.8,32.1822,-107.7498,24083,2.69,2.6,39.1,0.009425736,0.010920566,0.052941909,0.070381597,0.045675373,0.022962256,0.005231906,0.123323506,0.045675373,0.028194162,0.016360088,3.720852486,0.486418721,0.121186795,0.010090105,0.104264419,0.167836233,0.075530457,0.117219615,0.011751028,0.427521488,63.9,84.7,16.9,36,29.5,27.7,0.982560312,0.897687165,0.37702944,0.655026367,0.084873147
28157,0.428,25.18459129,40.57785034,20.54574585,13.69181347,0.0021,0,0.0011,0.7092,0,0.2782,71.00679016,10.3,32612,17.03924339,2.33,2.31,2.39,31.2,38.9,37.6,0.057126761,0.065239437,0.10456338,0.047211268,0.016901408,0.786140845,0.168676056,37.8,0.548732394,0.451267606,46.6,158.7089888,379.3580194,52.5,443.2769763,329.4893596,0,13.3,8.8,4.1,4.6,8.3,3.3,13.5,12.5,31.1611,-91.3109,8875,2.5,2.16,20.1,0.025464789,0.009014085,0.043605634,0.035380282,0.058591549,0.010816901,0.002704225,0.078985915,0.058591549,0.013521127,0.026478873,4.266487214,0.616419919,0.063257066,0.017239437,0.151211268,0.149971831,0.060056338,0.073577465,0.005183099,0.344901408,80.2,100,23.9,60.9,29.1,34.7,0.869521127,0.753577465,0.399098592,0.441126761,0.115943662
21119,0.355,24.92663002,33.6930809,26.51708794,14.8632021,0.0098,0.0013,0.0021,0.0052,0.0009,0.9685,62.41005707,6.6,32613,15.95325956,2.54,2.47,2.7,30.5,34.1,31,0.053538663,0.053014417,0.109436435,0.053997379,0.013040629,0.799082569,0.176474443,43.2,0.491743119,0.508256881,54.6,93.01157337,287.5065889,66.5,294.5465925,248.7269079,0,6.1,8.8,3.8,9.3,8,3.1,5.9,11.8,37.354,-82.9541,15260,2.26,2.33,25.2,0.004456094,0.009501966,0.042201835,0.049803408,0.041874181,0.065661861,0.004849279,0.092005242,0.041874181,0.07051114,0.022018349,3.0089496,0.569477155,0.086669807,0.008650066,0.129619921,0.167300131,0.11559633,0.068283093,0.028899083,0.386631717,76.7,25,15.6,57.9,31,31.2,0.99102228,0.930406291,0.399737877,0.665399738,0.06061599
21147,0.311,23.44201469,40.94923782,28.41931534,7.189434528,0.0247,0.0026,0.0045,0.0566,0.0003,0.8943,62.57846069,5.8,32701,12.55259004,2.52,2.65,2.28,34.5,43.6,40.8,0.062124248,0.058230747,0.09739479,0.048439737,0.007157171,0.773547094,0.152991698,39.4,0.545376467,0.454623533,44.7,74.74933391,254.122418,57.7,280.0726525,219.2478346,0,4.6,3.6,6.1,6.9,4.3,3.3,1.4,22.7,36.7371,-84.4842,17465,2.56,2.63,29.9,0.017005439,0.007386201,0.045863155,0.053077584,0.050042943,0.043630117,0.006355568,0.098940739,0.050042943,0.049985686,0.022960206,3.354767184,0.587583149,0.084257206,0.003549957,0.140624105,0.164557687,0.099627827,0.108960779,0.025994847,0.312968795,73.9,100,11.9,56.6,34.1,33.4,0.917950186,0.87603779,0.366733467,0.624448898,0.041912396
21237,0.407,28.21801376,37.43718719,25.68612289,8.658678055,0.0036,0.0032,0.0007,0.0006,0,0.9815,62.71624374,6.9,32773,9.812495124,2.57,2.42,2.92,30.1,44,42.7,0.063133065,0.055362842,0.115582073,0.05702789,0.018315527,0.768558346,0.190925489,41.8,0.499930623,0.500069377,66.7,66.10892796,206.9496875,61,158.326092,140.6810762,0,2.3,9.1,10.4,2.8,2.9,6,3.3,20.7,37.7393,-83.4932,7207,2.68,2.02,36.6,0.005827668,0.033023449,0.028722076,0.053697794,0.053142778,0.013459137,0.004578882,0.08241987,0.053142778,0.018038019,0.017760511,2.813592233,0.589320388,0.090291262,0.001248786,0.157624532,0.127931178,0.091993895,0.05078396,0.037324823,0.404329124,71.7,65.4,21.5,29.5,35,29.2,0.977521854,0.9547662,0.397113917,0.703898987,0.022755654
13165,0.13,20.72857857,44.77509689,26.61193848,7.884385109,0.0817,0.0025,0.0111,0.3491,0,0.5467,52.95883942,5.2,32808,0.651608542,3.51,2.99,4.09,29,37,34.8,0.066643921,0.088479472,0.134880018,0.02615717,0.017172751,0.776185602,0.17820994,44.3,0.465597634,0.534402366,30.5,74.68261015,133.5079538,57.6,281.5432098,201.9499622,3.8,16.9,5.7,7,3,3.9,2.5,1.6,21.1,32.7924,-81.9635,8793,2.37,2.94,28.6,0.018196293,0.030137609,0.052314341,0.022517912,0.037871034,0.034004322,0.005117707,0.074832253,0.037871034,0.039122029,0.014557034,3.726190476,0.372294372,0.076839827,0.025702263,0.166950984,0.134993745,0.110315023,0.064938019,0.045831912,0.403502786,55.7,0,15.2,71.2,26.6,30.5,0.991356761,0.824064597,0.445922893,0.477652678,0.167292164
46031,0.292,16.18221283,33.57917404,32.40781021,17.83080292,0.0046,0.688,0.0002,0.0034,0,0.2887,54.37150192,5.3,32848,6.014045636,2.64,2.59,2.79,40.3,52.8,45.8,0.106024096,0.086746988,0.067228916,0.027710843,0.014216867,0.635662651,0.109156627,28.7,0.505301205,0.494698795,28.9,274.3549796,687.4287691,60.5,1229.973448,1114.37444,0.4,23.7,6.5,4.5,1.1,2.5,1.7,1.9,7.7,45.7086,-101.1969,4150,2.9,4.14,46.2,0.027710843,0.011325301,0.071084337,0.094939759,0.079036145,0.014457831,0.00313253,0.166024096,0.079036145,0.017590361,0.044337349,3.632218845,0.303951368,0.893617021,0.094216867,0.264578313,0.179759036,0.068674699,0.037108434,0.017590361,0.359518072,68.4,66.7,20.8,71.6,33.8,44.8,1,0.762650602,0.337831325,0.498313253,0.237349398
28103,0.385,29.07964897,29.64136505,25.65173531,15.62725067,0.014,0,0.0005,0.7216,0,0.2585,71.66870117,7.4,32916,7.581608118,2.39,2.38,2.41,29.2,41.3,40.6,0.07317757,0.06411215,0.092056075,0.041308411,0.026074766,0.749439252,0.159439252,37,0.466635514,0.533364486,42,142.0169556,356.3885212,56.8,484.2710879,381.2919684,0.6,15,5.2,3.3,6.4,3.5,2.7,3.9,27.9,33.1101,-88.5697,10700,2.59,2.74,27.1,0.02317757,0.012990654,0.058037383,0.044859813,0.064205607,0.021588785,0.002149533,0.102897196,0.064205607,0.023738318,0.01317757,3.341156748,0.400670578,0.0620285,0.007476636,0.135794393,0.182523364,0.049439252,0.077570093,0.048598131,0.431869159,66.5,65.9,25.1,47.5,31.3,32.5,0.980747664,0.83411215,0.422336449,0.482803738,0.146635514
5049,0.226,14.40515232,35.82646179,37.53248215,12.23590565,0.016,0.0033,0.0007,0.0047,0.0007,0.9491,67.16850281,4,32926,9.069544684,2.31,2.32,2.25,17.7,26.5,24,0.049300957,0.060747281,0.142915542,0.079388439,0.032949064,0.793475595,0.255253046,48.4,0.499223285,0.500776715,44.5,163.1077074,370.854041,57.9,533.4381282,377.006579,0.7,12.1,4.7,6.3,8.3,7.5,3.8,1.1,15.4,36.3817,-91.8182,12231,2.41,2.48,20.3,0.012836236,0.014553185,0.048483362,0.043577794,0.048973919,0.022238574,0.00147167,0.092061156,0.048973919,0.023710244,0.01520726,7.043909348,0.461756374,0.104815864,0.018641158,0.061891914,0.14177091,0.100073584,0.051999019,0.024037282,0.506908675,53.1,100,14,35.2,21.6,20.7,0.986182651,0.866895593,0.484016025,0.536178563,0.119287057
29085,0.28,15.73645496,44.54124832,30.7514286,8.970868111,0.0174,0.0162,0.0027,0.0003,0,0.9478,57.40130615,4.2,32934,14.68138043,2.67,2.59,2.76,18.2,34.1,33.1,0.04306678,0.042641429,0.196512123,0.10952786,0.029136538,0.829859634,0.335176521,55,0.491599319,0.508400681,43.9,127.9602602,276.3502272,65.1,325.1179144,277.4485986,0,15.5,3,8.5,4.5,5.7,2.7,2.9,17.8,37.9408,-93.3207,9404,2.35,2.33,17.8,0.01265419,0.002126755,0.03838792,0.043811144,0.03509145,0.02105487,0.005210549,0.082199064,0.03509145,0.026265419,0.004253509,6.145285935,0.540958269,0.14683153,0.015631646,0.05572097,0.11516376,0.053806891,0.099957465,0.042960442,0.555189281,46.5,0,12.7,12.8,18.3,17.3,0.991705657,0.837728626,0.525202042,0.52435134,0.153977031
28133,0.34,25.13573837,32.24552917,27.26181602,15.35691833,0.0181,0.0013,0.0008,0.7388,0,0.2377,71.7383728,9.3,32948,10.28421391,2.4,2.45,2.26,34,47.2,45.9,0.059576582,0.061487313,0.076429227,0.038291042,0.014597982,0.771361969,0.129318251,35.6,0.529922042,0.470077958,30.5,94.75162709,223.27406,59.8,448.2746439,339.9870701,0,14.4,6.6,6.3,4.8,5.1,2.5,3.6,20,33.6023,-90.5886,26168,2.55,2.72,46.4,0.014368695,0.013795475,0.051933659,0.055449404,0.048608988,0.037259248,0.003668603,0.107383063,0.048608988,0.040927851,0.01971874,2.937522061,0.393928697,0.044475821,0.006152553,0.124197493,0.140897279,0.077308163,0.081588199,0.040889636,0.330594619,56.5,40.9,14.5,41.2,29.6,31.7,0.845612962,0.723861205,0.375038215,0.409851727,0.121751758
21025,0.355,24.41620445,36.7329216,23.65591431,15.19496059,0.0095,0.0023,0.0033,0.0132,0,0.9656,63.92950058,7.2,33407,5.093219192,2.47,2.52,2.32,29.2,37.7,38.1,0.062803421,0.045233875,0.106187871,0.043076212,0.015411883,0.796409031,0.164675965,42.2,0.502042074,0.497957926,55.7,124.321588,421.2192302,62.8,389.672013,328.7396932,0.4,4.5,9.5,6.5,3.7,8.1,2.5,2,12.6,37.5216,-83.3241,12977,2.39,2.28,29,0.008476535,0.008014179,0.041149726,0.04330739,0.050319797,0.029667874,0.005085921,0.084457116,0.050319797,0.034753795,0.022732527,2.953693495,0.637265711,0.102535832,0.004084149,0.136626339,0.199892117,0.07736765,0.090313632,0.035601449,0.388379441,81.2,100,18.7,52.7,35,34.4,0.989674039,0.945210757,0.392001233,0.644524929,0.044463281
28069,0.249,17.85185242,38.3407402,29.12592506,14.68148136,0.0058,0.0366,0.0007,0.6169,0,0.3394,72.87928772,8,33472,6.389714553,2.64,2.44,2.91,28,40.3,38.3,0.042140199,0.041939053,0.108116263,0.075027658,0.01045962,0.810821684,0.19360354,41.4,0.508800161,0.491199839,37.9,176.6264497,405.3427338,52.1,509.9215582,373.4102683,0.3,11.9,5.7,6.6,2.7,5.3,2.6,1.8,32,32.7546,-88.6412,9943,2.57,2.28,26.4,0.02061752,0.006939555,0.035602937,0.054812431,0.050286634,0.08156492,0.003218345,0.090415368,0.050286634,0.084783265,0.025143317,3.841489362,0.268085106,0.1,0.004123504,0.103389319,0.155989138,0.054812431,0.127828623,0.02061752,0.323242482,71.5,94.4,10.2,64.4,26.7,28.5,0.953233431,0.840088504,0.520667806,0.471487479,0.113144926
13243,0.046,25.48015404,35.76611328,28.46777725,10.28595829,0.0141,0,0,0.624,0,0.3465,54.0839386,4.9,33505,0.553981829,3.78,3.24,4.51,25.3,37.5,36.2,0.05808117,0.109278646,0.096228309,0.068836942,0.050480424,0.745446723,0.215545676,41,0.484439983,0.515560017,33.3,102.1165981,184.3506809,71.3,331.6403536,287.73976,0,13.3,11.2,3.2,4.3,2.5,3.8,5.6,25.3,31.7626,-84.7542,6973,2.49,2.9,42.8,0.014914671,0.031550265,0.085042306,0.036569626,0.062096659,0.036426215,0.002581385,0.121611932,0.062096659,0.039007601,0.005449591,3.14408867,0.299261084,0,0.01448444,0.14470099,0.174386921,0.069840815,0.07744156,0.050337014,0.358669152,66.2,100,14.9,72.1,23,32.9,0.984224867,0.852861035,0.373297003,0.561164492,0.131363832
46137,0.217,15.86626148,41.27659607,26.44376945,16.41337395,0.0032,0.7492,0.0061,0,0.0004,0.2354,55.46396637,5,33508,18.65044155,2.52,2.43,2.74,47.7,63.4,45.9,0.064134719,0.086707273,0.055893945,0.026872089,0.01110713,0.696882838,0.093873164,33.1,0.492654962,0.507345038,25.6,145.5991106,538.7167093,55.7,899.0745081,764.3953308,0.1,27.5,10.5,7.5,1.6,2.8,1.5,1.8,7.2,44.9804,-101.6658,2791,3.19,4.38,42.8,0.016839842,0.021497671,0.063059835,0.075600143,0.082049445,0.00716589,0.000716589,0.138659979,0.082049445,0.007882479,0.05553565,2.980237154,0.304347826,0.822134387,0.098889287,0.241490505,0.181655321,0.067717664,0.039412397,0.029738445,0.365818703,55.2,38.5,33.6,51.4,33.4,42.5,1,0.725188105,0.317448943,0.467574346,0.274811895
